transaction_id,timestamp,customer_id,amount,transaction_type,merchant,location_from,location_to,risk_score,fraud_flag,status_of_transaction,marked_as,reviewed_response,explanation,graph_statistics
TXN241413,2025-03-14 05:22:15.654083,CUST0242,3299.41,Transfer,Target,Mumbai,Bhopal,0.96,1,Fraud,Legitimate,,,
TXN408598,2025-03-07 15:22:15.654148,CUST0243,40687.61,Bill Payment,Snapdeal,Hyderabad,Visakhapatnam,0.92,1,Fraud,Fraudulent,,,
TXN231297,2025-03-09 03:22:15.654148,CUST0243,31677.95,Transfer,BestBuy,Surat,Lucknow,0.7,1,Under Review,Fraudulent,,,
TXN287333,2025-03-10 10:22:15.654148,CUST0243,57298.12,Purchase,Flipkart,Kolkata,Indore,0.52,1,Reviewed,Legitimate,,,
TXN429707,2025-03-12 08:22:15.654148,CUST0243,98906.76,Transfer,Amazon,Ahmedabad,Bhopal,0.62,1,Not Fraud,Fraudulent,,,
TXN663658,2025-03-12 17:22:15.654148,CUST0243,52608.87,Withdrawal,Macy's,Chennai,Nagpur,0.82,1,Fraud,Suspicious,,,
TXN551652,2025-03-09 00:22:15.654210,CUST0244,98297.35,Purchase,Snapdeal,Kanpur,Visakhapatnam,0.53,1,Fraud,Legitimate,,,
TXN614444,2025-03-10 03:22:15.654210,CUST0244,65217.14,Purchase,BestBuy,Surat,Kolkata,0.62,1,Fraud,Legitimate,,,
TXN778981,2025-03-11 06:22:15.654210,CUST0244,39938.99,Purchase,BestBuy,Bangalore,Indore,0.93,1,Reviewed,Fraudulent,,,
TXN938207,2025-03-11 07:22:15.654210,CUST0244,43450.56,Transfer,Macy's,Delhi,Bangalore,0.55,1,Not Fraud,Suspicious,,,
TXN975069,2025-03-11 10:22:15.654210,CUST0244,66634.08,Transfer,Walmart,Lucknow,Ahmedabad,0.74,1,Fraud,Suspicious,,,
TXN236622,2025-03-11 11:22:15.654210,CUST0244,65487.02,Bill Payment,BestBuy,Surat,Kolkata,0.66,1,Under Review,Suspicious,,,
TXN307099,2025-02-11 06:22:15.654297,CUST0245,5744.23,Withdrawal,Snapdeal,Hyderabad,Nagpur,0.27,0,Reviewed,Legitimate,,,
TXN885890,2025-02-11 12:22:15.654297,CUST0245,44798.7,Bill Payment,Target,Bangalore,Visakhapatnam,0.27,0,Reviewed,Fraudulent,,,
TXN253955,2025-02-12 15:22:15.654297,CUST0245,35824.21,Purchase,Flipkart,Jaipur,Bhopal,0.08,0,Fraud,Fraudulent,,,
TXN777757,2025-02-12 19:22:15.654297,CUST0245,30729.9,Bill Payment,Walmart,Chennai,Kanpur,0.29,0,Fraud,Suspicious,,,
TXN614163,2025-02-13 06:22:15.654297,CUST0245,67223.93,Transfer,Amazon,Bangalore,Mumbai,0.85,1,Fraud,Legitimate,,,
TXN851880,2025-02-14 03:22:15.654297,CUST0245,83864.78,Bill Payment,Walmart,Kanpur,Visakhapatnam,0.87,1,Reviewed,Suspicious,,,
TXN438844,2025-02-06 13:22:15.654371,CUST0246,16448.71,Withdrawal,Target,Ahmedabad,Paris,0.97,1,Under Review,Fraudulent,,,
TXN121464,2025-02-07 19:22:15.654371,CUST0246,91037.93,Withdrawal,BestBuy,Chennai,Visakhapatnam,0.65,1,Fraud,Legitimate,,,
TXN338971,2025-02-09 05:22:15.654371,CUST0246,77593.04,Withdrawal,Macy's,Surat,Bhopal,0.96,1,Not Fraud,Fraudulent,,,
TXN774814,2025-02-09 22:22:15.654371,CUST0246,73172.98,Purchase,Walmart,Visakhapatnam,Chennai,0.88,1,Fraud,Fraudulent,,,
TXN604183,2025-02-11 01:22:15.654371,CUST0246,15118.95,Withdrawal,BestBuy,Surat,Mumbai,0.95,1,Reviewed,Legitimate,,,
TXN686192,2025-03-06 11:22:15.654416,CUST0247,29228.36,Withdrawal,Macy's,Kolkata,Ahmedabad,0.09,0,Reviewed,Legitimate,,,
TXN627185,2025-03-06 15:22:15.654416,CUST0247,12752.08,Transfer,Macy's,Kanpur,Visakhapatnam,0.26,0,Under Review,Suspicious,,,
TXN640769,2025-03-07 15:22:15.654416,CUST0247,59254.74,Purchase,Walmart,Kanpur,Bangalore,0.91,1,Fraud,Legitimate,,,
TXN377347,2025-03-08 06:22:15.654416,CUST0247,67886.82,Transfer,Flipkart,Kanpur,Chennai,0.96,1,Fraud,Legitimate,,,
TXN851537,2025-03-08 11:22:15.654416,CUST0247,86929.74,Purchase,Macy's,Mumbai,Pune,0.62,1,Fraud,Fraudulent,,,
TXN571649,2025-02-03 20:22:15.654458,CUST0248,54033.64,Transfer,Target,Lucknow,Visakhapatnam,0.86,1,Reviewed,Legitimate,,,
TXN648454,2025-02-05 13:22:15.654458,CUST0248,16437.45,Purchase,Target,Bangalore,Surat,0.99,1,Reviewed,Suspicious,,,
TXN368464,2025-02-05 17:22:15.654458,CUST0248,26331.33,Bill Payment,Macy's,Pune,Bhopal,0.68,1,Reviewed,Suspicious,,,
TXN126359,2025-02-07 12:22:15.654458,CUST0248,62209.43,Purchase,BestBuy,Nagpur,Nagpur,0.72,1,Under Review,Suspicious,,,
TXN848467,2025-02-07 13:22:15.654458,CUST0248,65711.5,Withdrawal,Snapdeal,Indore,Chennai,0.75,1,Reviewed,Suspicious,,,
TXN874594,2025-02-08 21:22:15.654458,CUST0248,49159.75,Bill Payment,Macy's,Ahmedabad,Visakhapatnam,0.58,1,Under Review,Fraudulent,,,
TXN507689,2025-03-22 13:22:15.654509,CUST0249,56614.67,Purchase,Target,Surat,Jaipur,0.24,0,Under Review,Fraudulent,,,
TXN479922,2025-03-24 13:22:15.654509,CUST0249,45292.18,Withdrawal,Macy's,Kolkata,Chennai,0.04,0,Fraud,Legitimate,,,
TXN431013,2025-03-26 00:22:15.654509,CUST0249,60367.41,Transfer,Snapdeal,Visakhapatnam,Bhopal,1.0,1,Reviewed,Suspicious,,,
TXN774004,2025-03-27 05:22:15.654509,CUST0249,33216.13,Withdrawal,Snapdeal,Pune,Toronto,0.89,1,Reviewed,Fraudulent,,,
TXN931498,2025-03-27 10:22:15.654509,CUST0249,66547.69,Transfer,Target,Visakhapatnam,Nagpur,0.71,1,Reviewed,Suspicious,,,
TXN497892,2025-03-27 13:22:15.654509,CUST0249,36141.45,Purchase,Snapdeal,Hyderabad,Mumbai,0.76,1,Fraud,Fraudulent,,,
TXN647151,2025-02-11 03:22:15.654561,CUST0250,67065.49,Bill Payment,Amazon,Mumbai,Chennai,0.95,1,Reviewed,Fraudulent,,,
TXN923734,2025-02-12 11:22:15.654561,CUST0250,42238.04,Purchase,Macy's,Mumbai,Pune,0.12,0,Under Review,Legitimate,,,
TXN865653,2025-02-12 23:22:15.654561,CUST0250,55673.23,Withdrawal,BestBuy,Visakhapatnam,Nagpur,0.96,1,Not Fraud,Suspicious,,,
TXN303879,2025-02-14 10:22:15.654561,CUST0250,8975.92,Transfer,Snapdeal,Jaipur,Pune,0.26,0,Reviewed,Suspicious,,,
TXN440967,2025-02-15 03:22:15.654561,CUST0250,44662.0,Withdrawal,BestBuy,Hyderabad,Surat,0.63,1,Reviewed,Fraudulent,,,
TXN840798,2025-02-16 22:22:15.654561,CUST0250,56492.09,Transfer,Walmart,Nagpur,Jaipur,0.09,0,Under Review,Suspicious,,,
TXN984784,2025-04-01 00:22:15.654614,CUST0251,35539.28,Withdrawal,BestBuy,Indore,Mumbai,0.66,1,Reviewed,Fraudulent,,,
TXN263635,2025-04-02 18:22:15.654614,CUST0251,35022.51,Purchase,Target,Mumbai,Bangalore,0.14,0,Reviewed,Suspicious,,,
TXN472378,2025-04-04 10:22:15.654614,CUST0251,57947.3,Transfer,Walmart,Kanpur,Bangalore,0.13,0,Not Fraud,Fraudulent,,,
TXN494723,2025-04-05 02:22:15.654614,CUST0251,79640.45,Purchase,BestBuy,Lucknow,Dubai,0.5,1,Reviewed,Fraudulent,,,
TXN101057,2025-04-06 23:22:15.654614,CUST0251,98725.46,Bill Payment,BestBuy,Kanpur,Nagpur,0.69,1,Not Fraud,Suspicious,,,
TXN882289,2025-04-08 06:22:15.654614,CUST0251,45852.35,Withdrawal,BestBuy,Chennai,Visakhapatnam,0.03,0,Reviewed,Suspicious,,,
TXN744148,2025-03-15 02:22:15.654664,CUST0252,2199.09,Withdrawal,Snapdeal,Ahmedabad,Paris,0.71,1,Under Review,Fraudulent,,,
TXN222976,2025-03-16 03:22:15.654664,CUST0252,31130.81,Bill Payment,BestBuy,Mumbai,Hyderabad,0.67,1,Not Fraud,Legitimate,,,
TXN976987,2025-03-16 14:22:15.654664,CUST0252,83550.52,Purchase,Walmart,Pune,Surat,0.5,1,Not Fraud,Fraudulent,,,
TXN653842,2025-03-18 08:22:15.654664,CUST0252,7123.15,Bill Payment,Snapdeal,Pune,Sydney,0.68,1,Reviewed,Fraudulent,,,
TXN602270,2025-03-18 23:22:15.654664,CUST0252,11244.16,Purchase,Flipkart,Nagpur,Delhi,0.26,0,Reviewed,Suspicious,,,
TXN582472,2025-03-28 21:22:15.654706,CUST0253,65726.26,Bill Payment,Flipkart,Indore,Hyderabad,0.64,1,Not Fraud,Legitimate,,,
TXN695291,2025-03-30 13:22:15.654706,CUST0253,93015.6,Bill Payment,BestBuy,Delhi,Jaipur,0.53,1,Under Review,Legitimate,,,
TXN734478,2025-04-01 11:22:15.654706,CUST0253,86295.71,Withdrawal,Amazon,Visakhapatnam,Surat,0.92,1,Under Review,Suspicious,,,
TXN915460,2025-04-02 22:22:15.654706,CUST0253,21757.94,Transfer,Macy's,Nagpur,Nagpur,1.0,1,Not Fraud,Suspicious,,,
TXN626617,2025-04-03 03:22:15.654706,CUST0253,18820.87,Withdrawal,Amazon,Delhi,Bhopal,0.63,1,Fraud,Fraudulent,,,
TXN303842,2025-02-11 11:22:15.654749,CUST0254,85217.38,Withdrawal,Flipkart,Bhopal,Bangalore,0.69,1,Reviewed,Suspicious,,,
TXN118626,2025-02-13 05:22:15.654749,CUST0254,53616.58,Withdrawal,Walmart,Nagpur,Hyderabad,0.54,1,Fraud,Legitimate,,,
TXN695485,2025-02-14 18:22:15.654749,CUST0254,27927.64,Withdrawal,BestBuy,Pune,Kanpur,0.62,1,Reviewed,Legitimate,,,
TXN223901,2025-02-16 16:22:15.654749,CUST0254,88210.47,Purchase,Walmart,Hyderabad,Bangalore,0.9,1,Reviewed,Legitimate,,,
TXN389163,2025-02-18 07:22:15.654749,CUST0254,90280.15,Purchase,Walmart,Indore,Surat,0.88,1,Reviewed,Suspicious,,,
TXN203013,2025-02-19 19:22:15.654749,CUST0254,60524.32,Withdrawal,Macy's,Jaipur,Visakhapatnam,0.55,1,Reviewed,Fraudulent,,,
TXN660888,2025-02-10 23:22:15.654800,CUST0255,59692.91,Purchase,Macy's,Indore,Delhi,0.96,1,Reviewed,Suspicious,,,
TXN423276,2025-02-11 06:22:15.654800,CUST0255,86027.49,Bill Payment,BestBuy,Indore,Nagpur,0.88,1,Under Review,Fraudulent,,,
TXN391825,2025-02-12 04:22:15.654800,CUST0255,16402.9,Purchase,Flipkart,Visakhapatnam,New York,0.87,1,Fraud,Fraudulent,,,
TXN681300,2025-02-14 01:22:15.654800,CUST0255,15442.35,Purchase,Walmart,Visakhapatnam,Lucknow,0.64,1,Reviewed,Legitimate,,,
TXN341668,2025-02-14 07:22:15.654800,CUST0255,5966.11,Purchase,Walmart,Bangalore,Indore,0.18,0,Not Fraud,Legitimate,,,
TXN418504,2025-02-24 22:22:15.654842,CUST0256,63403.41,Bill Payment,Flipkart,Jaipur,Hyderabad,0.98,1,Fraud,Fraudulent,,,
TXN322160,2025-02-26 00:22:15.654842,CUST0256,18196.86,Transfer,Amazon,Delhi,London,0.63,1,Under Review,Fraudulent,,,
TXN251962,2025-02-27 13:22:15.654842,CUST0256,44362.36,Bill Payment,BestBuy,Visakhapatnam,Dubai,0.84,1,Not Fraud,Fraudulent,,,
TXN630741,2025-02-28 06:22:15.654842,CUST0256,17313.11,Transfer,BestBuy,Kanpur,Jaipur,0.06,0,Under Review,Fraudulent,,,
TXN764365,2025-02-28 13:22:15.654842,CUST0256,517.94,Purchase,Walmart,Lucknow,Jaipur,0.12,0,Reviewed,Legitimate,,,
TXN360485,2025-02-11 20:22:15.654889,CUST0257,15793.71,Withdrawal,Flipkart,Kanpur,Paris,0.62,1,Not Fraud,Fraudulent,,,
TXN435142,2025-02-12 13:22:15.654889,CUST0257,89733.1,Transfer,Snapdeal,Ahmedabad,Ahmedabad,0.55,1,Under Review,Fraudulent,,,
TXN466409,2025-02-13 00:22:15.654889,CUST0257,79788.3,Bill Payment,Target,Indore,Indore,0.75,1,Under Review,Suspicious,,,
TXN119928,2025-02-13 20:22:15.654889,CUST0257,1330.34,Transfer,Target,Lucknow,Delhi,0.06,0,Fraud,Legitimate,,,
TXN598970,2025-02-15 06:22:15.654889,CUST0257,85806.13,Withdrawal,Macy's,Nagpur,Kanpur,0.59,1,Under Review,Fraudulent,,,
TXN885545,2025-02-16 15:22:15.654889,CUST0257,45235.56,Bill Payment,Target,Kolkata,Kanpur,0.22,0,Not Fraud,Legitimate,,,
TXN239438,2025-03-01 09:22:15.654939,CUST0258,82659.36,Withdrawal,Flipkart,Chennai,Bangalore,0.69,1,Reviewed,Legitimate,,,
TXN188454,2025-03-02 05:22:15.654939,CUST0258,37072.23,Withdrawal,BestBuy,Bhopal,Pune,0.91,1,Fraud,Suspicious,,,
TXN599960,2025-03-02 11:22:15.654939,CUST0258,92494.84,Bill Payment,Target,Indore,Visakhapatnam,0.72,1,Not Fraud,Legitimate,,,
TXN650516,2025-03-02 23:22:15.654939,CUST0258,3199.36,Transfer,Snapdeal,Kolkata,Bangalore,0.2,0,Under Review,Fraudulent,,,
TXN741458,2025-03-04 00:22:15.654939,CUST0258,39095.59,Transfer,Flipkart,Kanpur,Visakhapatnam,0.64,1,Reviewed,Legitimate,,,
TXN277243,2025-03-27 02:22:15.654984,CUST0259,15403.86,Withdrawal,Target,Jaipur,Jaipur,0.99,1,Not Fraud,Legitimate,,,
TXN319885,2025-03-28 06:22:15.654984,CUST0259,51828.9,Bill Payment,Amazon,Nagpur,Toronto,0.9,1,Under Review,Fraudulent,,,
TXN734611,2025-03-29 16:22:15.654984,CUST0259,59922.58,Transfer,Amazon,Delhi,Pune,0.19,0,Reviewed,Suspicious,,,
TXN252780,2025-03-31 01:22:15.654984,CUST0259,97438.31,Bill Payment,Amazon,Surat,Visakhapatnam,0.75,1,Reviewed,Legitimate,,,
TXN357390,2025-04-01 19:22:15.654984,CUST0259,42208.77,Withdrawal,BestBuy,Mumbai,Lucknow,0.23,0,Under Review,Suspicious,,,
TXN756984,2025-04-02 16:22:15.654984,CUST0259,3552.74,Bill Payment,Macy's,Surat,London,0.76,1,Reviewed,Fraudulent,,,
TXN171921,2025-03-01 20:22:15.655035,CUST0260,9267.04,Purchase,Flipkart,Hyderabad,Kolkata,0.02,0,Not Fraud,Fraudulent,,,
TXN130770,2025-03-02 10:22:15.655035,CUST0260,50808.58,Transfer,Macy's,Surat,Jaipur,0.15,0,Reviewed,Legitimate,,,
TXN282227,2025-03-02 15:22:15.655035,CUST0260,43210.21,Bill Payment,Flipkart,Indore,Ahmedabad,0.03,0,Reviewed,Suspicious,,,
TXN344250,2025-03-03 22:22:15.655035,CUST0260,51296.44,Transfer,BestBuy,Ahmedabad,Sydney,0.74,1,Not Fraud,Fraudulent,,,
TXN637514,2025-03-04 03:22:15.655035,CUST0260,71625.41,Transfer,Snapdeal,Hyderabad,Delhi,0.92,1,Not Fraud,Suspicious,,,
TXN585126,2025-03-05 04:22:15.655035,CUST0260,16696.55,Purchase,BestBuy,Ahmedabad,Kolkata,0.85,1,Fraud,Suspicious,,,
TXN819363,2025-03-26 08:22:15.655086,CUST0261,21329.89,Withdrawal,Amazon,Visakhapatnam,Bhopal,0.85,1,Under Review,Suspicious,,,
TXN997597,2025-03-26 10:22:15.655086,CUST0261,31539.97,Purchase,Target,Bangalore,Kolkata,0.51,1,Fraud,Legitimate,,,
TXN499565,2025-03-26 17:22:15.655086,CUST0261,34472.56,Bill Payment,Snapdeal,Nagpur,Sydney,0.67,1,Reviewed,Fraudulent,,,
TXN144587,2025-03-27 08:22:15.655086,CUST0261,1958.41,Purchase,Flipkart,Kolkata,Bangalore,0.19,0,Under Review,Legitimate,,,
TXN669606,2025-03-27 10:22:15.655086,CUST0261,65269.05,Purchase,Snapdeal,Bhopal,Kolkata,0.83,1,Reviewed,Fraudulent,,,
TXN892269,2025-02-08 12:22:15.655130,CUST0262,27797.15,Bill Payment,Amazon,Ahmedabad,Delhi,0.95,1,Under Review,Legitimate,,,
TXN763505,2025-02-10 09:22:15.655130,CUST0262,74324.84,Transfer,Amazon,Mumbai,Pune,0.94,1,Under Review,Legitimate,,,
TXN316855,2025-02-10 14:22:15.655130,CUST0262,36305.74,Purchase,Flipkart,Kolkata,Lucknow,0.92,1,Fraud,Suspicious,,,
TXN225322,2025-02-10 21:22:15.655130,CUST0262,48586.42,Purchase,Walmart,Bangalore,Lucknow,0.83,1,Reviewed,Fraudulent,,,
TXN515032,2025-02-12 04:22:15.655130,CUST0262,44368.7,Purchase,Target,Chennai,Mumbai,0.82,1,Under Review,Suspicious,,,
TXN694608,2025-02-12 19:22:15.655130,CUST0262,63213.44,Bill Payment,Flipkart,Lucknow,Delhi,0.61,1,Fraud,Suspicious,,,
TXN206094,2025-02-25 02:22:15.655182,CUST0263,58845.59,Purchase,BestBuy,Mumbai,Sydney,0.57,1,Not Fraud,Fraudulent,,,
TXN611854,2025-02-26 20:22:15.655182,CUST0263,36121.92,Purchase,BestBuy,Surat,Ahmedabad,0.7,1,Reviewed,Legitimate,,,
TXN336085,2025-02-27 21:22:15.655182,CUST0263,57796.78,Transfer,Target,Kanpur,Surat,0.64,1,Under Review,Legitimate,,,
TXN202425,2025-02-28 22:22:15.655182,CUST0263,50250.25,Purchase,Snapdeal,Pune,Hyderabad,0.55,1,Reviewed,Suspicious,,,
TXN880276,2025-03-02 04:22:15.655182,CUST0263,1680.73,Purchase,Target,Visakhapatnam,Delhi,0.56,1,Under Review,Suspicious,,,
TXN954332,2025-03-03 06:22:15.655182,CUST0263,90370.3,Bill Payment,BestBuy,Kanpur,Jaipur,0.7,1,Under Review,Fraudulent,,,
TXN640228,2025-02-04 17:22:15.655233,CUST0264,62766.73,Transfer,Snapdeal,Indore,Visakhapatnam,0.94,1,Fraud,Fraudulent,,,
TXN609788,2025-02-05 08:22:15.655233,CUST0264,8125.24,Purchase,Target,Ahmedabad,Lucknow,0.12,0,Fraud,Legitimate,,,
TXN364787,2025-02-06 03:22:15.655233,CUST0264,29217.87,Withdrawal,BestBuy,Visakhapatnam,Bhopal,0.53,1,Fraud,Suspicious,,,
TXN708664,2025-02-07 19:22:15.655233,CUST0264,36883.47,Purchase,Macy's,Delhi,Toronto,0.99,1,Fraud,Fraudulent,,,
TXN419826,2025-02-09 16:22:15.655233,CUST0264,47100.05,Transfer,Flipkart,Jaipur,Bhopal,0.63,1,Not Fraud,Fraudulent,,,
TXN739841,2025-02-12 14:22:15.655277,CUST0265,2577.99,Withdrawal,Walmart,Lucknow,Sydney,0.72,1,Fraud,Fraudulent,,,
TXN563421,2025-02-13 22:22:15.655277,CUST0265,4216.37,Withdrawal,Flipkart,Mumbai,Hyderabad,0.71,1,Under Review,Legitimate,,,
TXN480638,2025-02-15 03:22:15.655277,CUST0265,17062.99,Transfer,Snapdeal,Bangalore,Bangalore,1.0,1,Reviewed,Fraudulent,,,
TXN463256,2025-02-15 10:22:15.655277,CUST0265,29986.95,Purchase,Flipkart,Kanpur,Delhi,0.99,1,Not Fraud,Fraudulent,,,
TXN137929,2025-02-15 23:22:15.655277,CUST0265,35164.43,Transfer,Macy's,Kolkata,Bhopal,0.61,1,Not Fraud,Fraudulent,,,
TXN900322,2025-02-05 10:22:15.655319,CUST0266,88940.43,Withdrawal,Target,Indore,Kanpur,0.57,1,Reviewed,Suspicious,,,
TXN398730,2025-02-06 22:22:15.655319,CUST0266,38707.72,Bill Payment,Target,Visakhapatnam,Bhopal,0.69,1,Fraud,Legitimate,,,
TXN682044,2025-02-07 14:22:15.655319,CUST0266,26222.19,Transfer,Amazon,Bangalore,Surat,0.91,1,Under Review,Suspicious,,,
TXN591265,2025-02-09 00:22:15.655319,CUST0266,88290.41,Withdrawal,Macy's,Indore,Chennai,0.67,1,Reviewed,Suspicious,,,
TXN349998,2025-02-09 12:22:15.655319,CUST0266,52918.4,Withdrawal,Walmart,Lucknow,Ahmedabad,0.84,1,Not Fraud,Suspicious,,,
TXN979979,2025-03-28 21:22:15.655362,CUST0267,56323.53,Purchase,Target,Kanpur,Pune,0.94,1,Fraud,Legitimate,,,
TXN115847,2025-03-29 01:22:15.655362,CUST0267,97078.78,Bill Payment,Snapdeal,Mumbai,Ahmedabad,0.95,1,Fraud,Legitimate,,,
TXN209684,2025-03-30 15:22:15.655362,CUST0267,73788.44,Bill Payment,Flipkart,Nagpur,Bangalore,0.56,1,Reviewed,Suspicious,,,
TXN113318,2025-03-31 23:22:15.655362,CUST0267,84475.39,Purchase,Macy's,Bhopal,Dubai,0.96,1,Fraud,Fraudulent,,,
TXN465271,2025-04-01 19:22:15.655362,CUST0267,93627.05,Transfer,Amazon,Indore,Hyderabad,0.73,1,Not Fraud,Suspicious,,,
TXN357617,2025-03-16 21:22:15.655405,CUST0268,11732.98,Transfer,BestBuy,Kanpur,Indore,0.28,0,Under Review,Fraudulent,,,
TXN495452,2025-03-17 08:22:15.655405,CUST0268,18087.64,Bill Payment,Snapdeal,Kolkata,Pune,0.28,0,Not Fraud,Legitimate,,,
TXN299916,2025-03-18 05:22:15.655405,CUST0268,67671.31,Purchase,Macy's,Delhi,Nagpur,0.99,1,Fraud,Legitimate,,,
TXN818513,2025-03-18 15:22:15.655405,CUST0268,23433.99,Withdrawal,Amazon,Bhopal,Ahmedabad,0.24,0,Not Fraud,Suspicious,,,
TXN950038,2025-03-20 14:22:15.655405,CUST0268,69547.46,Purchase,BestBuy,Indore,Dubai,0.79,1,Not Fraud,Fraudulent,,,
TXN295124,2025-03-18 12:22:15.655447,CUST0269,86583.23,Bill Payment,BestBuy,Ahmedabad,Pune,0.52,1,Under Review,Legitimate,,,
TXN651059,2025-03-20 10:22:15.655447,CUST0269,99530.46,Withdrawal,Walmart,Bangalore,Visakhapatnam,0.72,1,Under Review,Suspicious,,,
TXN230374,2025-03-20 12:22:15.655447,CUST0269,6631.42,Transfer,Flipkart,Nagpur,Kolkata,0.08,0,Not Fraud,Legitimate,,,
TXN868591,2025-03-21 08:22:15.655447,CUST0269,34446.57,Purchase,Walmart,Lucknow,Indore,0.97,1,Under Review,Legitimate,,,
TXN783574,2025-03-22 10:22:15.655447,CUST0269,9861.52,Bill Payment,Macy's,Lucknow,Nagpur,0.19,0,Reviewed,Legitimate,,,
TXN147550,2025-03-22 07:22:15.655489,CUST0270,12545.08,Transfer,Flipkart,Hyderabad,Indore,0.29,0,Fraud,Legitimate,,,
TXN632944,2025-03-24 05:22:15.655489,CUST0270,68410.36,Purchase,Target,Chennai,Nagpur,0.76,1,Under Review,Suspicious,,,
TXN168788,2025-03-25 16:22:15.655489,CUST0270,46782.11,Transfer,BestBuy,Nagpur,Paris,0.88,1,Not Fraud,Fraudulent,,,
TXN975035,2025-03-26 05:22:15.655489,CUST0270,20241.54,Transfer,Macy's,Pune,Bangalore,0.57,1,Under Review,Fraudulent,,,
TXN873990,2025-03-26 06:22:15.655489,CUST0270,20222.12,Purchase,Walmart,Lucknow,London,0.82,1,Under Review,Fraudulent,,,
TXN390648,2025-03-27 20:22:15.655489,CUST0270,56811.84,Purchase,Flipkart,Surat,Jaipur,0.74,1,Not Fraud,Fraudulent,,,
TXN863425,2025-03-21 18:22:15.655540,CUST0271,47558.86,Withdrawal,BestBuy,Kolkata,Hyderabad,0.67,1,Under Review,Fraudulent,,,
TXN707796,2025-03-23 02:22:15.655540,CUST0271,18621.77,Withdrawal,Amazon,Kolkata,Singapore,0.53,1,Under Review,Fraudulent,,,
TXN356220,2025-03-24 04:22:15.655540,CUST0271,50415.42,Purchase,BestBuy,Visakhapatnam,Bhopal,0.76,1,Fraud,Fraudulent,,,
TXN115069,2025-03-24 05:22:15.655540,CUST0271,47260.48,Bill Payment,BestBuy,Jaipur,Bangalore,0.52,1,Reviewed,Suspicious,,,
TXN604126,2025-03-25 20:22:15.655540,CUST0271,53748.98,Withdrawal,Macy's,Ahmedabad,Ahmedabad,0.66,1,Under Review,Legitimate,,,
TXN292766,2025-02-13 20:22:15.655584,CUST0272,78736.01,Purchase,Walmart,Indore,Ahmedabad,0.91,1,Not Fraud,Fraudulent,,,
TXN641676,2025-02-15 13:22:15.655584,CUST0272,72939.2,Withdrawal,Target,Kolkata,London,0.76,1,Reviewed,Fraudulent,,,
TXN812106,2025-02-17 10:22:15.655584,CUST0272,8641.16,Bill Payment,Target,Kolkata,Delhi,0.17,0,Reviewed,Fraudulent,,,
TXN703983,2025-02-17 20:22:15.655584,CUST0272,28015.9,Bill Payment,Amazon,Bangalore,Bangalore,0.3,0,Fraud,Suspicious,,,
TXN558776,2025-02-18 15:22:15.655584,CUST0272,10608.81,Withdrawal,Amazon,Pune,Chennai,0.1,0,Fraud,Suspicious,,,
TXN670989,2025-03-06 15:22:15.655728,CUST0273,64689.38,Bill Payment,BestBuy,Bangalore,Ahmedabad,0.73,1,Not Fraud,Legitimate,,,
TXN837670,2025-03-07 18:22:15.655728,CUST0273,41659.88,Withdrawal,Macy's,Lucknow,Ahmedabad,0.93,1,Reviewed,Suspicious,,,
TXN477208,2025-03-09 12:22:15.655728,CUST0273,77283.22,Transfer,Amazon,Indore,Jaipur,0.94,1,Not Fraud,Fraudulent,,,
TXN355520,2025-03-10 21:22:15.655728,CUST0273,67578.07,Bill Payment,BestBuy,Kanpur,Bangalore,0.61,1,Not Fraud,Suspicious,,,
TXN605056,2025-03-11 19:22:15.655728,CUST0273,71476.1,Transfer,Macy's,Chennai,Jaipur,0.71,1,Under Review,Suspicious,,,
TXN693044,2025-02-07 00:22:15.655774,CUST0274,90406.81,Withdrawal,Target,Nagpur,London,0.5,1,Fraud,Fraudulent,,,
TXN973048,2025-02-08 10:22:15.655774,CUST0274,84738.86,Bill Payment,BestBuy,Delhi,Visakhapatnam,0.67,1,Reviewed,Suspicious,,,
TXN895894,2025-02-08 21:22:15.655774,CUST0274,10931.81,Purchase,Snapdeal,Bhopal,Pune,0.01,0,Reviewed,Suspicious,,,
TXN324259,2025-02-10 06:22:15.655774,CUST0274,49135.59,Purchase,BestBuy,Kolkata,Mumbai,0.66,1,Reviewed,Legitimate,,,
TXN649463,2025-02-11 14:22:15.655774,CUST0274,41379.05,Purchase,Macy's,Bhopal,Mumbai,0.87,1,Under Review,Fraudulent,,,
TXN929112,2025-02-12 01:22:15.655774,CUST0274,20741.82,Purchase,Snapdeal,Chennai,Delhi,0.9,1,Fraud,Legitimate,,,
TXN523136,2025-03-30 20:22:15.655826,CUST0275,37410.67,Transfer,Walmart,Lucknow,Nagpur,0.17,0,Reviewed,Fraudulent,,,
TXN798672,2025-03-31 17:22:15.655826,CUST0275,49591.45,Purchase,Target,Lucknow,Lucknow,0.16,0,Fraud,Legitimate,,,
TXN153260,2025-04-01 01:22:15.655826,CUST0275,57267.21,Purchase,Target,Mumbai,Nagpur,0.99,1,Reviewed,Fraudulent,,,
TXN459527,2025-04-01 20:22:15.655826,CUST0275,19448.5,Purchase,Flipkart,Nagpur,Kolkata,0.12,0,Not Fraud,Fraudulent,,,
TXN718524,2025-04-03 12:22:15.655826,CUST0275,9231.15,Purchase,Walmart,Pune,Nagpur,0.11,0,Fraud,Suspicious,,,
